,0,1,2,3,4
0,8.359358494827278,-0.6639770775882937,7.501306984024133,-0.288283060446888,0.2274844926516044
1,8.31018862236081,-0.4798151200823107,-0.30038242984920593,0.8721642173373949,1.3817046988429051
2,-1.0586988955516543,-0.5230227805924217,-0.4325047688883088,3.1132860437757777,-2.186116690111724
3,-3.8570049027996447,-0.5281291524496247,-0.22875222834761386,0.027514024359178196,0.49946525059792674
4,-3.8738159353212462,-0.5311930677626264,-0.2511716185786985,-0.3819557130480243,-0.2561722009151494
5,-3.8738157197218976,-0.5311930756472594,-0.25117166421719184,-0.381956815303358,-0.25617169836951076
6,-3.873816776034117,-0.5311930943915227,-0.2511716000852427,-0.3819568107111883,-0.2561717821695266
7,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
8,8.278946485578242,-0.4855096393819995,-0.34205099432520747,0.11112804234678297,-0.02271151439972515
9,-2.451947960552548,-0.5704696842810671,-0.41108066265075205,0.9821800604574773,-1.3546233196186017
10,-3.8738160625891416,-0.5311930855223165,-0.25117165393985125,-0.38195717037406424,-0.25617156840257954
11,-3.873815022400987,-0.5311930686195362,-0.25117172141584576,-0.381957321163636,-0.25617142140948185
12,-3.861590089515174,-0.5289647881988075,-0.23486663041430192,-0.08416105295819537,0.29338294814668314
13,-3.8738173685586226,-0.5311931180243818,-0.2511716005775663,-0.3819580419536905,-0.2561712853290586
14,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
15,8.278946485578242,-0.4855096393819995,-0.34205099432520747,0.11112804234678297,-0.02271151439972515
16,2.4084782481663227,-0.47224139321056846,-0.7785840667596395,-5.349128139375596,2.4196350688450874
17,-3.873815862414317,-0.531193082929693,-0.2511716687598077,-0.38195726148097353,-0.2561715127467756
18,-3.8738162508112257,-0.5311930873467805,-0.2511716382984051,-0.381957027009603,-0.2561716461670354
19,-3.873817579103305,-0.5311931122272149,-0.25117156129497603,-0.3819571444425362,-0.25617169723659067
20,-3.8738183482012225,-0.5311931194245416,-0.25117149667078975,-0.3819565344531921,-0.25617202565086966
21,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
22,8.278776691356597,-0.48554058785645426,-0.34227745391475095,0.10699197617835565,-0.030344211210826387
23,-3.873817053907305,-0.5311930784205477,-0.2511715251166765,-0.38195484376490896,-0.2561726706775805
24,-3.858365140339186,-0.5283767726929015,-0.23056378796826643,-0.005574404638707357,0.4384034860399231
25,-3.8605732058504962,-0.5287791284144325,-0.23350775216490033,-0.05934442885787524,0.33917888324377654
26,-3.873816829424725,-0.5311930887300381,-0.2511715784754708,-0.38195618896731487,-0.25617206035540024
27,-3.9304084528148358,15.331427040265655,0.11471205001604227,-0.3927024142391263,-0.3522063986607305
28,8.282172575789485,-0.4849216183673577,-0.3377482621238812,0.1897132995469005,0.12230972501119904
29,8.278776691356597,-0.48554058785645426,-0.34227745391475095,0.10699197617835565,-0.030344211210826387
30,-3.8554777694113516,-0.5278506513085126,-0.2267140780399445,0.06473701373353681,0.5681601513099912
31,-3.797988451969943,-0.7104961623220384,7.586071827715558,-0.8930449366554114,-0.21205710363225652
32,-3.8738171039228835,-0.5311931360101486,-0.25117167969076315,-0.3819601762770649,-0.2561703240666591
33,-3.8622741818108524,-0.5290887141174974,-0.2357722948623328,-0.10070950938135653,0.262853628021532
34,-2.3887720001269073,-0.550733609933457,0.22904851012838068,0.9918288251554399,-0.33403627995669966
35,8.298303026845703,-0.4819815132941488,-0.31623460111725,0.5826395855474885,0.8474159220658176
36,8.278606897134953,-0.4855715363309091,-0.34250391350429443,0.10285591000992855,-0.03797690802192764
37,-2.4015017349570313,-0.553054607496122,0.21206389288164612,0.6816287584954166,-0.9064903247892907
38,-3.873821966056806,-0.5311932573104843,-0.25117148184474614,-0.38196344892852374,-0.2561692579471016
39,-3.8738198935469597,-0.5311932054388341,-0.25117156571551824,-0.3819620382763574,-0.2561697192910672
40,-3.8621055442679375,-0.5290578068430295,-0.2355458225170892,-0.09657538263032978,0.2704870901492443
41,-2.4393927163815308,-0.5681798184458082,-0.3943224975868261,1.2882346845090646,-0.7897982022021118
42,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
43,8.278437102913308,-0.48560248480536394,-0.3427303730938379,0.09871984384150123,-0.04560960483302887
44,-3.8738172897760563,-0.5311931457543787,-0.2511716863283269,-0.38196078176311526,-0.2561700715659439
45,-3.85819763486871,-0.5283459062506397,-0.2303373045513837,-0.0014422238730591036,0.4460377182854364
46,-3.8738189889243633,-0.5311931775794719,-0.2511715878197643,-0.3819609317907827,-0.2561701369788209
47,-3.8738197463535933,-0.531193176748753,-0.2511715021656831,-0.3819595863271111,-0.25617078867416404
48,-3.8738179196952083,-0.5311931232046477,-0.2511715543333339,-0.38195760700687964,-0.25617151971146396
49,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
50,8.27809751447002,-0.4856643817542736,-0.34318329227292493,0.09044771150464681,-0.06087499845523134
51,2.4084781198763747,-0.47224139757933925,-0.7785840647877814,-5.349128335604755,2.419635145408515
52,-3.8738196708668244,-0.5311932025060416,-0.25117158206597895,-0.3819621350378563,-0.2561696594026129
53,-3.8607444869109155,-0.5288101228111322,-0.23373417579561642,-0.06348232615058363,0.3315468784562497
54,-3.873819288019449,-0.5311931458820557,-0.25117146680130276,-0.38195745025061595,-0.2561716947380404
55,-3.873817956954005,-0.5311931306439588,-0.2511715709126353,-0.3819582443200708,-0.2561712416784005
56,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
57,8.290152904206773,-0.48346704006798064,-0.32710466141533734,0.3841084094629807,0.48104647513295784
58,-3.895091838146303,15.33786431688966,0.16181569199114568,0.46759975495747796,1.235394313851466
59,-3.8580284519096035,-0.5283149301447054,-0.23011070089628977,0.002697463743842541,0.4536687715023429
60,-3.7979940015893185,-0.7104962388649649,7.586072225619119,-0.8930428496426248,-0.21205845318399943
61,-3.8738195523352563,-0.5311931407794164,-0.2511714235334154,-0.3819565281085389,-0.2561721216645431
62,-3.8738193162766326,-0.531193137089529,-0.2511714392530317,-0.38195657606861294,-0.25617208224968463
63,8.281323604681264,-0.48507636073963184,-0.33888056007159867,0.16903296870476434,0.08414624095569269
64,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
65,-3.8561604061364885,-0.5279745122862592,-0.22761972214779458,0.04819222935957429,0.5376293252931996
66,-3.8738205025494334,-0.5311931531359597,-0.2511713533224405,-0.3819561003061778,-0.25617238379463164
67,-3.8612550672704775,-0.5289029727299559,-0.23441343527106562,-0.0758889434481484,0.3086479983333287
68,-3.862611759130792,-0.5291505164509323,-0.2362251723486527,-0.10897610840652333,0.24758595110431691
69,-3.8738182970191595,-0.5311931187375377,-0.25117150039848746,-0.38195655554419844,-0.25617201238866677
70,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
71,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
72,-3.873816130524068,-0.531193082719059,-0.25117163867486975,-0.38195679308907654,-0.25617173996130843
73,-3.873817143427285,-0.531193086282207,-0.25117153712160406,-0.38195543337829074,-0.2561724177147861
74,-3.873819423696283,-0.5311931457633476,-0.25117145154047416,-0.3819572120411102,-0.25617181024118646
75,-3.862105499264015,-0.5290577327752989,-0.23554562158727002,-0.09656849196411627,0.27048405634298783
76,-3.873818985746617,-0.5311931512933453,-0.2511715151032654,-0.3819584649281998,-0.2561712240840233
77,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
78,8.278437102913308,-0.48560248480536394,-0.3427303730938379,0.09871984384150123,-0.04560960483302887
79,-2.433948750293882,-0.5671891388909521,-0.3870760389749068,1.4206020305093252,-0.545556918371772
80,-3.8738173890426495,-0.5311931166099217,-0.2511715943947861,-0.38195787468483233,-0.2561713606418449
81,-3.8610832130035178,-0.5288719934379286,-0.23418711670162326,-0.0717534258586075,0.3162810964304355
82,-3.8738165561916693,-0.5311930896021025,-0.2511716109689317,-0.3819567282054721,-0.25617180151347047
83,-3.873817131658419,-0.5311931149011747,-0.2511716179680969,-0.38195814465692673,-0.25617122171587187
84,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
85,8.278437102913308,-0.48560248480536394,-0.3427303730938379,0.09871984384150123,-0.04560960483302887
86,-3.8738141592792648,-0.5311930613395563,-0.2511717961608623,-0.3819580807599592,-0.25617101976774254
87,-3.9304067306713693,15.331427072924683,0.11471195129492802,-0.39270222418284906,-0.35220634910862253
88,-3.8738166126699336,-0.5311930932330191,-0.25117161484764067,-0.3819569752084919,-0.25617169700921133
89,-3.8738187146728036,-0.5311931324725161,-0.2511714926182882,-0.38195714846687023,-0.25617178337090346
90,-3.8609147575572873,-0.5288410435995663,-0.23396050600526805,-0.06761499134756849,0.3239126456732831
91,8.341530101554614,-0.6672266674060465,7.477528727121876,-0.722570008131735,-0.5739486725140288
92,8.291171669536638,-0.48328134922125165,-0.32574590387807645,0.4089248064735442,0.5268426559995654
93,-3.856158377964692,-0.5279744602260897,-0.22761980061414244,0.04819373192107318,0.5376288200044751
94,-2.3706073414879114,-0.5474220657808663,0.2532802113820936,1.4343988624437707,0.48265719179184247
95,-3.860912088936953,-0.5288409796270452,-0.23396062183244673,-0.0676134400488107,0.3239121684821114
96,-3.8738168983999692,-0.5311931110301098,-0.25117163287287597,-0.38195817086954037,-0.2561711921041933
97,-3.8738149664652677,-0.5311930747567839,-0.2511717446328345,-0.38195799200470404,-0.2561711213803622
98,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
99,8.291001875314993,-0.4833122976957065,-0.32597236346761993,0.40478874030511686,0.519209959188464
100,-3.856155590527824,-0.5279744226120976,-0.22762000278298453,0.048192605451238324,0.5376295323277817
101,-3.858365414099865,-0.5283768018379404,-0.23056383885942533,-0.005576687664731698,0.4384044711691847
102,-3.8483489200745207,-0.5265508389446343,-0.217202564807628,0.23845377309152702,0.8887323503440966
103,-3.8738180849358455,-0.531193125528596,-0.251171542610247,-0.3819575490971341,-0.2561715580285579
104,-3.848691762127545,-0.5266127719832608,-0.21765522628372314,0.23018369060411945,0.8734658012977006
105,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
106,8.278267308691664,-0.4856334332798188,-0.34295683268338145,0.09458377767307413,-0.05324230164413021
107,-3.856332568474595,-0.5280054718690976,-0.22784595202826455,0.04405908090873849,0.5299951590658368
108,-3.858197865554053,-0.5283458660462144,-0.2303371674128041,-0.0014380567247436887,0.44603586361584835
109,-3.8738176888836127,-0.5311931341475317,-0.2511716101459426,-0.38195902233241535,-0.25617087799301125
110,-3.873814515318369,-0.5311930723941825,-0.2511717877054132,-0.3819585246256988,-0.25617085168674397
111,5.3001898861237535,-0.44188989928119876,-0.301897711196568,-1.5174774945128613,2.113256243491306
112,8.265702536289979,-0.48792362038947623,-0.35971484230959944,-0.21148511879054138,-0.618061865665623
113,8.293039405974726,-0.48294091600224853,-0.3232548483930981,0.4544215343262439,0.6108023209216793
